timestamp,annotator_id,confirmation_code,item_id,thread_id,post_id,parent_id,platform,dataset,assignment_id,identity_hate_speech,hate_severity,hate_target_group,abuse_level,abuse_target,counterspeech,confidence,flag_for_review,notes
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509740126,509740126,509740126,,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,0,,,none,,,low,True,Not necessarily assaulting a group but saying it is a sin?
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509740251,509740126,509740251,509740126,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,0,,,none,,0,high,False,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509740833,509740126,509740833,509740126,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,0,,,mild,Other,0,medium,False,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509741534,509740126,509741534,509740126,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,0,,,none,,0,high,False,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509741647,509740126,509741647,509740126,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,0,,,none,,0,low,True,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509741834,509740126,509741834,509740126,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,0,,,none,,1,low,True,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509741905,509740126,509741905,509741834,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,0,,,none,,1,medium,False,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509742148,509740126,509742148,509741905,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,1,low,Gender / sex,none,,0,medium,False,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509742216,509740126,509742216,509741905,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,1,high,Gender / sex,severe,Protected identity group,0,medium,False,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509742536,509740126,509742536,509740126,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,0,,,none,,0,medium,False,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509742710,509740126,509742710,509740126,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,0,,,none,,0,medium,False,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509742722,509740126,509742722,509742536,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,0,,,none,,0,medium,False,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509743006,509740126,509743006,509741534,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,0,,,none,,0,medium,False,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509743198,509740126,509743198,509742536,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,0,,,none,,0,medium,False,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509743395,509740126,509743395,509740126,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,0,,,none,,1,low,False,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509744032,509740126,509744032,509742148,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,1,high,Gender / sex,none,,0,medium,False,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509744248,509740126,509744248,509740126,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,1,low,Race / ethnicity / nationality,none,,1,medium,False,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509744901,509740126,509744901,509741647,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,0,,,mild,Behavior / actions,0,low,True,TBH really confused by this overall
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509745151,509740126,509745151,509742536,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,0,,,none,,0,high,False,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509745285,509740126,509745285,509744248,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,0,,,none,,0,medium,False,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509745412,509740126,509745412,509740126,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,0,,,none,,0,medium,False,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509745495,509740126,509745495,509740126,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,0,,,mild,Other,1,low,False,
2026-07-12T12:37:15.197852,bfff806a32,ff718b74-6ff8-4bfa-beec-a9c62a62bce2,4chan:509740126:509745531,509740126,509745531,509740126,4chan,4chan_validation_original_threads.json,da7eae45-f874-4433-9943-664a040dfde9,1,low,Unclear,none,,0,low,True,
