timestamp,annotator_id,confirmation_code,item_id,thread_id,post_id,parent_id,platform,dataset,assignment_id,identity_hate_speech,hate_severity,hate_target_group,abuse_level,abuse_target,counterspeech,confidence,flag_for_review,notes
2026-07-10T09:55:36.980151,4f24a1468f,c832a8ce-07ec-4b75-8a4b-2512e2ede5b1,requested_threads_1539263007762563072_1539263007762563072,1539263007762563072,1539263007762563072,,X,1_cleaned_data.json,,1,low,Race / ethnicity / nationality,mild,Political belief or ideology,,high,False,
2026-07-10T09:58:37.685083,4f24a1468f,b2ee0758-6624-453a-88c3-75c5eabdc05a,requested_threads_1539263007762563072_1539264265747677184,1539263007762563072,1539264265747677184,1539263007762563072,X,1_cleaned_data.json,,1,low,Other protected identity,mild,Political belief or ideology,1,high,False,
2026-07-10T10:09:43.910468,4f24a1468f,bd3ce356-bb12-4085-ac49-598a4149ec09,requested_threads_1539263007762563072_1539265164889018368,1539263007762563072,1539265164889018368,1539264265747677184,X,1_cleaned_data.json,,0,,,mild,Political belief or ideology,0,high,False,
2026-07-10T10:12:57.337626,4f24a1468f,cf7abf90-b1ab-423f-b66c-fc151b46a082,requested_threads_1539263007762563072_1539266203423756290,1539263007762563072,1539266203423756290,1539265164889018368,X,1_cleaned_data.json,,0,,,moderate,Political belief or ideology,0,high,False,
2026-07-10T10:15:18.885631,4f24a1468f,97cf4eca-b74c-4ce7-a8cc-89be99654b40,requested_threads_1539263007762563072_1539272596117651457,1539263007762563072,1539272596117651457,1539266203423756290,X,1_cleaned_data.json,,0,,,none,,0,high,False,
2026-07-10T10:17:28.202248,4f24a1468f,bdf11b8b-af76-4324-b39f-7af62425b1fb,requested_threads_1539263007762563072_1539273083181314048,1539263007762563072,1539273083181314048,1539272596117651457,X,1_cleaned_data.json,,0,,,mild,Protected identity group,0,high,False,
2026-07-10T10:18:45.276226,cc790fc8d2,e5a8ad50-1a89-4a2f-a7f5-c59b93ca128f,requested_threads_1426226403381493765_1426494876741513224,1426226403381493765,1426494876741513224,1426233913068953604,X,1_cleaned_data.json,,0,,,none,,0,high,False,
2026-07-10T10:20:23.237686,4f24a1468f,4907d128-db35-41d8-94bb-7324fdd6c037,requested_threads_1539263007762563072_1539299737311977473,1539263007762563072,1539299737311977473,1539273083181314048,X,1_cleaned_data.json,,0,,,none,,0,high,False,
2026-07-10T10:21:33.185906,4f24a1468f,cb4c34b6-479e-4fd0-9b50-e176e003f637,requested_threads_1539263007762563072_1539300240745824261,1539263007762563072,1539300240745824261,1539299737311977473,X,1_cleaned_data.json,,0,,,none,,0,high,False,
2026-07-10T10:21:38.455026,cc790fc8d2,0f9a6e4b-8612-48a9-953b-8fb5e9b9cb10,requested_threads_1426226403381493765_1426370436238041090,1426226403381493765,1426370436238041090,1426226403381493765,X,1_cleaned_data.json,,0,,,none,,0,high,False,
2026-07-10T10:21:39.794737,cc790fc8d2,70dc1d4e-368a-410c-af49-91100f28a07e,requested_threads_1539263007762563072_1539263007762563072,1539263007762563072,1539263007762563072,,X,1_cleaned_data.json,,0,,,none,,,high,False,
2026-07-10T10:21:39.794737,cc790fc8d2,70dc1d4e-368a-410c-af49-91100f28a07e,requested_threads_1539263007762563072_1539264265747677184,1539263007762563072,1539264265747677184,1539263007762563072,X,1_cleaned_data.json,,0,,,none,,1,high,False,
2026-07-10T10:21:39.794737,cc790fc8d2,70dc1d4e-368a-410c-af49-91100f28a07e,requested_threads_1539263007762563072_1539265164889018368,1539263007762563072,1539265164889018368,1539264265747677184,X,1_cleaned_data.json,,0,,,none,,1,high,False,
2026-07-10T10:21:39.794737,cc790fc8d2,70dc1d4e-368a-410c-af49-91100f28a07e,requested_threads_1539263007762563072_1539266203423756290,1539263007762563072,1539266203423756290,1539265164889018368,X,1_cleaned_data.json,,0,,,mild,Political belief or ideology,0,high,False,
2026-07-10T10:21:39.794737,cc790fc8d2,70dc1d4e-368a-410c-af49-91100f28a07e,requested_threads_1539263007762563072_1539272596117651457,1539263007762563072,1539272596117651457,1539266203423756290,X,1_cleaned_data.json,,0,,,none,,0,high,False,
2026-07-10T10:21:39.794737,cc790fc8d2,70dc1d4e-368a-410c-af49-91100f28a07e,requested_threads_1539263007762563072_1539273083181314048,1539263007762563072,1539273083181314048,1539272596117651457,X,1_cleaned_data.json,,0,,,mild,Political belief or ideology,0,high,False,
2026-07-10T10:21:39.794737,cc790fc8d2,70dc1d4e-368a-410c-af49-91100f28a07e,requested_threads_1539263007762563072_1539299737311977473,1539263007762563072,1539299737311977473,1539273083181314048,X,1_cleaned_data.json,,0,,,none,,0,high,False,
