timestamp,annotator_id,confirmation_code,item_id,thread_id,post_id,parent_id,platform,dataset,assignment_id,identity_hate_speech,hate_severity,hate_target_group,abuse_level,abuse_target,counterspeech,confidence,flag_for_review,notes
2026-07-13T00:04:32.912036,bfff806a32,9db93b45-8458-47eb-8a5e-1268ba8bf8dd,4chan:509744030:509744146,509744030,509744146,509744030,4chan,4chan_validation_original_threads.json,4c6f9bbd-ec49-4ed5-bb55-9f357039f7ab,0,,,none,,0,low,False,
2026-07-13T00:17:08.112089,01937c8cb6,fde7a397-5fac-45b4-ab7c-bebe173c5f16,4chan:509740126:509745495,509740126,509745495,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,,,,,,,,False,
2026-07-13T00:28:11.298700,01937c8cb6,cd15cbd7-3b00-44c0-8a98-b2a2ccae6f70,4chan:509740126:509751926,509740126,509751926,509742216,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,0,low,True,hate speech is implied but not directly in the response
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509740126,509740126,509740126,,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509740251,509740126,509740251,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,0,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509740833,509740126,509740833,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,mild,Behavior / actions,0,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509741534,509740126,509741534,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,0,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509741647,509740126,509741647,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,0,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509741834,509740126,509741834,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,1,low,Gender / sex,none,,0,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509741905,509740126,509741905,509741834,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,0,medium,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509742148,509740126,509742148,509741905,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,1,low,Gender / sex,none,,0,low,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509742216,509740126,509742216,509741905,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,1,high,Gender / sex,moderate,Protected identity group,0,medium,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509742536,509740126,509742536,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,0,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509742710,509740126,509742710,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,0,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509742722,509740126,509742722,509742536,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,0,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509743006,509740126,509743006,509741534,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,1,medium,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509743198,509740126,509743198,509742536,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,0,medium,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509743395,509740126,509743395,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,1,medium,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509744032,509740126,509744032,509742148,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,1,high,Gender / sex,none,,0,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509744248,509740126,509744248,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,1,low,Race / ethnicity / nationality,none,,1,medium,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509744901,509740126,509744901,509741647,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,mild,Intelligence / competence,1,medium,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509745151,509740126,509745151,509742536,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,0,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509745285,509740126,509745285,509744248,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,1,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509745412,509740126,509745412,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,0,low,True,gibberish
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509745495,509740126,509745495,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,mild,Behavior / actions,1,medium,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509745531,509740126,509745531,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,1,low,Race / ethnicity / nationality,none,,0,medium,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509745559,509740126,509745559,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,0,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509745564,509740126,509745564,509743006,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,0,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509745572,509740126,509745572,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,1,medium,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509745601,509740126,509745601,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,0,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509745606,509740126,509745606,509741905,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,1,low,Gender / sex,none,,0,medium,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509745609,509740126,509745609,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,0,low,True,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509745666,509740126,509745666,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,0,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509745707,509740126,509745707,509745559,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,1,medium,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509746078,509740126,509746078,509741534,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,1,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509746369,509740126,509746369,509742536,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,mild,Behavior / actions,0,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509746416,509740126,509746416,509740126,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,1,low,Gender / sex,none,,1,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509746665,509740126,509746665,509741905,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,1,low,Race / ethnicity / nationality,none,,0,medium,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509746678,509740126,509746678,509740833,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,1,low,Gender / sex,none,,1,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509748314,509740126,509748314,509741834,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,1,high,False,
2026-07-13T00:28:13.778128,01937c8cb6,7b36909b-48f4-4f2d-9794-6e4652238518,4chan:509740126:509749220,509740126,509749220,509748314,4chan,4chan_validation_original_threads.json,661c0a90-2801-419a-9e7b-40188dc7d75c,0,,,none,,0,high,False,
