tweet_id,source_file,source_index,url,date,username,raw_content,word_count,reply_count,likes_count,retweet_count,quote_count,num_links,has_media,has_quoted_tweet,duplicate_sources,sample_rank
1366203492088639490,0_cleaned_data.json,94,https://x.com/DjHutchy246/status/1366203492088639490,2021-03-01 01:47:50+00:00,,Who is this Dj? And I don’t ever speak on Djs but I hate cunt yuh,16,1,4,0,0,0,False,False,[],101
1287181269697208322,0_cleaned_data.json,328,https://x.com/brightmyth/status/1287181269697208322,2020-07-26 00:21:44+00:00,,nour not knowing binta bee and elisa were dating because they thought they were calling each other wives and gfs and sending each other love letters in a platonic way 😭😭 😭 I can't STAND gay people,37,4,60,2,0,0,False,False,[],102
1161036325149184000,0_cleaned_data.json,335,https://x.com/divinghightide/status/1161036325149184000,2019-08-12 22:06:45+00:00,,n*cki can clown on her own time but NOT while she's promoting a single with megan omg i cannot stand old people,22,1,1,0,0,0,False,False,[],103
1541273727727538176,0_cleaned_data.json,286,https://x.com/OtomeBlkGrl/status/1541273727727538176,2022-06-27 04:14:26+00:00,,See? This is why I don’t like black people. Honoring kitten heels? Y’all can go to hell!,17,1,14,1,0,0,False,False,[],104
1540476609831915522,0_cleaned_data.json,170,https://x.com/backupcowgirl/status/1540476609831915522,2022-06-24 23:26:59+00:00,,"this is why i fucking hate religious people in times like this 

“now that we have ripped away a bodily right, let’s pray that they don’t need them anymore” https://t.co/qjT17nCTvv",30,1,2,0,0,0,True,False,[],105
1324875763062071297,0_cleaned_data.json,122,https://x.com/JohnathanPerk/status/1324875763062071297,2020-11-07 00:46:11+00:00,,"When the enslaved African man, who spent a lifetime being whipped by his white overseer, ended one night in the quarters he built for his family, declared to his wife (whom he was allowed to see for breeding purposes only), ""I really hate white people""...he’s racist? How??",47,7,42,4,2,0,False,False,[],106
1073784276934684672,0_cleaned_data.json,230,https://x.com/DomWheat21/status/1073784276934684672,2018-12-15 03:38:16+00:00,,Tell y’all pussy ass AD schedule us every year. If y’all not gonna do that shit shut up. Y’all pussy,20,8,49,9,5,0,False,True,[],107
1255663044773982209,0_cleaned_data.json,289,https://x.com/BreitbartNews/status/1255663044773982209,2020-04-30 00:59:33+00:00,,"Rutgers University Professor Brittney Cooper unleashed a tirade at supporters of President Trump in a social media thread this week. In response to the recent campaign to end Chinese virus shutdowns, Cooper posted, “Fuck each and every Trump supporter.” https://t.co/qYozjypoDX",40,2098,847,551,448,1,False,False,['0_cleaned_data.json'],108
1192081876585988096,0_cleaned_data.json,168,https://x.com/gnarlymari/status/1192081876585988096,2019-11-06 14:10:41+00:00,,This is why I hate religious people y’all are crazy as fuck lmao how do you even justify saying stupid shit like this,23,2,15,1,0,0,False,True,[],109
1544192787020595201,0_cleaned_data.json,70,https://x.com/davvekat/status/1544192787020595201,2022-07-05 05:33:44+00:00,,"Why you should unfollow @Beecantremember , a thread:
Said I like men too, when that is incorrect and very wrong. I do not like men. False information from the left
Receipts: https://t.co/PT2KrqpKxE",32,1,0,0,0,0,True,False,[],110
1480909420397801476,0_cleaned_data.json,334,https://x.com/eatprayloverr/status/1480909420397801476,2022-01-11 14:28:14+00:00,,Never wanted to say I hate Muslim as much as I do today. Keep your CULTUREAL BELIEFS TF AWAY FROM ME,21,2,9,1,1,0,False,False,[],111
1320388405243662336,0_cleaned_data.json,283,https://x.com/sukihanagoat/status/1320388405243662336,2020-10-25 15:35:02+00:00,,Selling Pussy is not the only job in the world uno that right?? My friend makes $1200 a day just doing eyelashes. Just putting that out there if your not happy being a sex worker 💜,36,14,826,85,23,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json']",112
843361406451957761,0_cleaned_data.json,144,https://x.com/curlycam8meout/status/843361406451957761,2017-03-19 07:20:02+00:00,,"Two people I can't stand, drunk people when I'm sober and sober people when I'm drunk 😒",17,1,11,4,0,0,False,False,[],113
1540444356653379586,0_cleaned_data.json,231,https://x.com/VereenaSayed/status/1540444356653379586,2022-06-24 21:18:49+00:00,,tell me why i fell asleep at like 7 am and woke up at 1 first thing I saw was the abortion shit I hate today and I hate men,30,6,901,64,0,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']",114
1482323670026575873,0_cleaned_data.json,149,https://x.com/justagaybitchh_/status/1482323670026575873,2022-01-15 12:07:57+00:00,,"Tw// hatefull coments??

My whole fucking class + friendgroup keep calling me a n@zi bc i am 25% german, like uhm wtf?? 😑 , one off them even asked if i hate jewish people???, im so done with them all......",40,2,1,0,0,0,False,False,[],115
1235260008150913024,0_cleaned_data.json,312,https://x.com/akhilreddy_yar/status/1235260008150913024,2020-03-04 17:45:10+00:00,,"Only product lasting so long from China #coronavirus Death : Made in China 🤪

#coronavirusindia #Corona #ChinaVirus",17,2,1,0,0,0,False,False,[],116
1485141118413070337,0_cleaned_data.json,275,https://x.com/ashjuiceblues/status/1485141118413070337,2022-01-23 06:43:29+00:00,,she all “imma kiss you” on imessage but crying about getting bullied on twitter i do not like gay people,20,1,0,0,0,0,False,True,[],117
1199450151477284864,0_cleaned_data.json,248,https://x.com/gracielakills/status/1199450151477284864,2019-11-26 22:09:35+00:00,,sorry but i despise gays.,5,2,1,1,0,0,False,False,[],118
1106484388005597184,0_cleaned_data.json,220,https://x.com/Marmar_Q/status/1106484388005597184,2019-03-15 09:16:50+00:00,,The media can fuck right off. The man shot dead defenseless worshippers and LIVE STREAMED it. Call him out for the fucking terrorist he is. Call out his disgusting little family for raising this trash the way you would a Muslim terrorist. Describe him as a fucking cunt.,48,1,93,119,0,0,False,True,[],119
